provinsi,kabupaten_kota,tahun,garis_kemiskinan_rupiah_kapita_bulan_2020,garis_kemiskinan_rupiah_kapita_bulan_2021,garis_kemiskinan_rupiah_kapita_bulan_2022,garis_kemiskinan_rupiah_kapita_bulan_2023,garis_kemiskinan_rupiah_kapita_bulan_2024,indeks_pembangunan_gender_2020,indeks_pembangunan_gender_2021,indeks_pembangunan_gender_2022,indeks_pembangunan_gender_2023,indeks_pembangunan_gender_2024,kepadatan_penduduk_jiwa_km2_2020,kepadatan_penduduk_jiwa_km2_2021,kepadatan_penduduk_jiwa_km2_2022,kepadatan_penduduk_jiwa_km2_2023,kepadatan_penduduk_jiwa_km2_2024,pdrb_adhk_milyar_rupiah_2020,pdrb_adhk_milyar_rupiah_2021,pdrb_adhk_milyar_rupiah_2022,pdrb_adhk_milyar_rupiah_2023,pdrb_adhk_milyar_rupiah_2024,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2020,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2021,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2022,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2023,pengeluaran_per_kapita_yang_disesuaikan_rupiah_kapita_tahun_2024,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2020,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2021,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2022,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2023,persentase_rumah_tangga_yang_memiliki_akses_sanitasi_layak_persen_2024,indeks_pembangunan_manusia,rata_rata_lama_sekolah_tahun,umur_harapan_hidup_tahun,pengeluaran_per_kapita_rupiah_kapita_tahun,persentase_penduduk_miskin_persen
Sumatera Utara,Pakpak Bharat,2024,311584,332644,357844,384812,412759,99.02,98.89,99.25,98.99,99.2,43,44,40,40,41,850.79,872.4,909.62,956.01,1003.95,8170,8254,8558,8764,9158,91.83,90.14,88.98,83.74,82.96,73.09,9.73,67.24,,6.87
Sumatera Utara,Samosir,2020,341843,370082,396267,425875,455397,96.51,96.59,96.76,96.74,96.93,66,67,76,76,77,3080.43,3162-01-01 00:00:00,3303.86,3470-05-01 00:00:00,3644.15,8422,8504,8991,9158,9634,88.52,91.09,89.48,93.18,95.68,71.56,9.43,71.27,,12.48
Sumatera Utara,Samosir,2021,341843,370082,396267,425875,455397,96.51,96.59,96.76,96.74,96.93,66,67,76,76,77,3080.43,3162-01-01 00:00:00,3303.86,3470-05-01 00:00:00,3644.15,8422,8504,8991,9158,9634,88.52,91.09,89.48,93.18,95.68,71.75,9.44,71.41,,12.68
Sumatera Utara,Samosir,2022,341843,370082,396267,425875,455397,96.51,96.59,96.76,96.74,96.93,66,67,76,76,77,3080.43,3162-01-01 00:00:00,3303.86,3470-05-01 00:00:00,3644.15,8422,8504,8991,9158,9634,88.52,91.09,89.48,93.18,95.68,72.57,9.46,71.82,,11.77
Sumatera Utara,Samosir,2023,341843,370082,396267,425875,455397,96.51,96.59,96.76,96.74,96.93,66,67,76,76,77,3080.43,3162-01-01 00:00:00,3303.86,3470-05-01 00:00:00,3644.15,8422,8504,8991,9158,9634,88.52,91.09,89.48,93.18,95.68,72.93,9.47,72.24,,11.66
Sumatera Utara,Samosir,2024,341843,370082,396267,425875,455397,96.51,96.59,96.76,96.74,96.93,66,67,76,76,77,3080.43,3162-01-01 00:00:00,3303.86,3470-05-01 00:00:00,3644.15,8422,8504,8991,9158,9634,88.52,91.09,89.48,93.18,95.68,73.77,9.61,72.41,,11.63
Sumatera Utara,Serdang Bedagai,2020,416991,448372,478072,503955,518209,88.74,89.0,89.19,88.87,89.07,346,348,343,350,355,19308.46,19863.24,20749.07,21792.07,22883.58,10950,11017,11499,11695,12015,91.15,93.19,91.98,93.29,94.74,71.93,8.54,68.68,,7.97
Sumatera Utara,Serdang Bedagai,2021,416991,448372,478072,503955,518209,88.74,89.0,89.19,88.87,89.07,346,348,343,350,355,19308.46,19863.24,20749.07,21792.07,22883.58,10950,11017,11499,11695,12015,91.15,93.19,91.98,93.29,94.74,72.25,8.69,68.82,,2026-03-08 00:00:00
Sumatera Utara,Serdang Bedagai,2022,416991,448372,478072,503955,518209,88.74,89.0,89.19,88.87,89.07,346,348,343,350,355,19308.46,19863.24,20749.07,21792.07,22883.58,10950,11017,11499,11695,12015,91.15,93.19,91.98,93.29,94.74,72.89,8.71,69.21,,7.82
Sumatera Utara,Serdang Bedagai,2023,416991,448372,478072,503955,518209,88.74,89.0,89.19,88.87,89.07,346,348,343,350,355,19308.46,19863.24,20749.07,21792.07,22883.58,10950,11017,11499,11695,12015,91.15,93.19,91.98,93.29,94.74,73.4,8.85,69.59,,7.44
Sumatera Utara,Serdang Bedagai,2024,416991,448372,478072,503955,518209,88.74,89.0,89.19,88.87,89.07,346,348,343,350,355,19308.46,19863.24,20749.07,21792.07,22883.58,10950,11017,11499,11695,12015,91.15,93.19,91.98,93.29,94.74,74.15,2026-12-09 00:00:00,69.83,,6.97
Sumatera Utara,Batu Bara,2020,452393,477564,508524,556529,591201,83.08,83.22,83.51,83.76,84.06,445,448,469,485,492,23923.64,24486.06,25482.21,26522.68,27614.17,10410,10539,10755,10933,11373,84.14,88.04,88.25,92.54,93.27,70.57,2026-06-08 00:00:00,66.96,,11.88
Sumatera Utara,Batu Bara,2021,452393,477564,508524,556529,591201,83.08,83.22,83.51,83.76,84.06,445,448,469,485,492,23923.64,24486.06,25482.21,26522.68,27614.17,10410,10539,10755,10933,11373,84.14,88.04,88.25,92.54,93.27,70.8,2026-07-08 00:00:00,67.13,,12.38
Sumatera Utara,Batu Bara,2022,452393,477564,508524,556529,591201,83.08,83.22,83.51,83.76,84.06,445,448,469,485,492,23923.64,24486.06,25482.21,26522.68,27614.17,10410,10539,10755,10933,11373,84.14,88.04,88.25,92.54,93.27,71.75,8.26,67.55,,11.53
Sumatera Utara,Batu Bara,2023,452393,477564,508524,556529,591201,83.08,83.22,83.51,83.76,84.06,445,448,469,485,492,23923.64,24486.06,25482.21,26522.68,27614.17,10410,10539,10755,10933,11373,84.14,88.04,88.25,92.54,93.27,72.56,2026-05-08 00:00:00,67.88,,11.38
Sumatera Utara,Batu Bara,2024,452393,477564,508524,556529,591201,83.08,83.22,83.51,83.76,84.06,445,448,469,485,492,23923.64,24486.06,25482.21,26522.68,27614.17,10410,10539,10755,10933,11373,84.14,88.04,88.25,92.54,93.27,73.14,8.51,68.11,,10.94
Sumatera Utara,Padang Lawas Utara,2020,380379,401435,430944,467457,502403,87.92,88.06,88.1,88.26,88.47,67,67,69,70,71,8322.51,8593.64,8947.63,9387.45,9855.95,9987,10055,10447,10615,10925,60.26,67.17,71.03,72.22,75.8,71.69,9.37,67.17,,2026-07-09 00:00:00
Sumatera Utara,Padang Lawas Utara,2021,380379,401435,430944,467457,502403,87.92,88.06,88.1,88.26,88.47,67,67,69,70,71,8322.51,8593.64,8947.63,9387.45,9855.95,9987,10055,10447,10615,10925,60.26,67.17,71.03,72.22,75.8,71.96,9.38,67.22,,9.92
Sumatera Utara,Padang Lawas Utara,2022,380379,401435,430944,467457,502403,87.92,88.06,88.1,88.26,88.47,67,67,69,70,71,8322.51,8593.64,8947.63,9387.45,9855.95,9987,10055,10447,10615,10925,60.26,67.17,71.03,72.22,75.8,72.77,9.46,67.53,,8.94
Sumatera Utara,Padang Lawas Utara,2023,380379,401435,430944,467457,502403,87.92,88.06,88.1,88.26,88.47,67,67,69,70,71,8322.51,8593.64,8947.63,9387.45,9855.95,9987,10055,10447,10615,10925,60.26,67.17,71.03,72.22,75.8,73.45,9.55,67.82,,8.79
Sumatera Utara,Padang Lawas Utara,2024,380379,401435,430944,467457,502403,87.92,88.06,88.1,88.26,88.47,67,67,69,70,71,8322.51,8593.64,8947.63,9387.45,9855.95,9987,10055,10447,10615,10925,60.26,67.17,71.03,72.22,75.8,74.16,9.82,67.99,,8.97
Sumatera Utara,Padang Lawas,2020,367932,388404,418610,449217,483395,85.75,85.94,86.24,86.56,86.97,67,68,68,70,72,8053-05-01 00:00:00,8362.13,8747.96,9197.63,9659.72,8807,8921,9207,9395,9821,52.46,59.62,65.52,68.32,73.63,70.08,2026-01-09 00:00:00,67.09,,8.37
Sumatera Utara,Padang Lawas,2021,367932,388404,418610,449217,483395,85.75,85.94,86.24,86.56,86.97,67,68,68,70,72,8053-05-01 00:00:00,8362.13,8747.96,9197.63,9659.72,8807,8921,9207,9395,9821,52.46,59.62,65.52,68.32,73.63,70.48,2026-02-09 00:00:00,67.13,,8.69
Sumatera Utara,Padang Lawas,2022,367932,388404,418610,449217,483395,85.75,85.94,86.24,86.56,86.97,67,68,68,70,72,8053-05-01 00:00:00,8362.13,8747.96,9197.63,9659.72,8807,8921,9207,9395,9821,52.46,59.62,65.52,68.32,73.63,71.41,9.31,67.43,,2026-05-08 00:00:00
Sumatera Utara,Padang Lawas,2023,367932,388404,418610,449217,483395,85.75,85.94,86.24,86.56,86.97,67,68,68,70,72,8053-05-01 00:00:00,8362.13,8747.96,9197.63,9659.72,8807,8921,9207,9395,9821,52.46,59.62,65.52,68.32,73.63,72.16,9.43,67.71,,7.89
Sumatera Utara,Padang Lawas,2024,367932,388404,418610,449217,483395,85.75,85.94,86.24,86.56,86.97,67,68,68,70,72,8053-05-01 00:00:00,8362.13,8747.96,9197.63,9659.72,8807,8921,9207,9395,9821,52.46,59.62,65.52,68.32,73.63,73.1,9.63,67.87,,7.87
Sumatera Utara,Labuhan Batu Selatan,2020,404819,426574,448994,486275,533535,87.43,87.61,87.98,88.34,88.88,87,88,101,107,109,18899.31,19620.41,20549.86,21565.33,22619.57,11495,11562,11751,11950,12353,83.27,84.85,85.13,87.49,80.93,72.86,8.75,68.71,,8.34
Sumatera Utara,Labuhan Batu Selatan,2021,404819,426574,448994,486275,533535,87.43,87.61,87.98,88.34,88.88,87,88,101,107,109,18899.31,19620.41,20549.86,21565.33,22619.57,11495,11562,11751,11950,12353,83.27,84.85,85.13,87.49,80.93,73.15,2026-09-08 00:00:00,68.81,,8.53
Sumatera Utara,Labuhan Batu Selatan,2022,404819,426574,448994,486275,533535,87.43,87.61,87.98,88.34,88.88,87,88,101,107,109,18899.31,19620.41,20549.86,21565.33,22619.57,11495,11562,11751,11950,12353,83.27,84.85,85.13,87.49,80.93,73.59,8.92,69.16,,2026-09-08 00:00:00
Sumatera Utara,Labuhan Batu Selatan,2023,404819,426574,448994,486275,533535,87.43,87.61,87.98,88.34,88.88,87,88,101,107,109,18899.31,19620.41,20549.86,21565.33,22619.57,11495,11562,11751,11950,12353,83.27,84.85,85.13,87.49,80.93,74.23,8.93,69.54,,2026-06-08 00:00:00
Sumatera Utara,Labuhan Batu Selatan,2024,404819,426574,448994,486275,533535,87.43,87.61,87.98,88.34,88.88,87,88,101,107,109,18899.31,19620.41,20549.86,21565.33,22619.57,11495,11562,11751,11950,12353,83.27,84.85,85.13,87.49,80.93,75.11,9.19,69.73,,7.73
Sumatera Utara,Labuhan Batu Utara,2020,471678,497922,527922,573783,607292,89.8,89.96,90.13,90.43,90.6,107,108,105,109,111,17306.59,17969.26,18799.03,19693.28,20527.76,11779,11840,12258,12429,12839,77.41,79.75,81.82,84.75,87.15,73.47,2026-04-08 00:00:00,69.46,,9.53
Sumatera Utara,Labuhan Batu Utara,2021,471678,497922,527922,573783,607292,89.8,89.96,90.13,90.43,90.6,107,108,105,109,111,17306.59,17969.26,18799.03,19693.28,20527.76,11779,11840,12258,12429,12839,77.41,79.75,81.82,84.75,87.15,73.73,8.41,69.56,,2026-02-10 00:00:00
Sumatera Utara,Labuhan Batu Utara,2022,471678,497922,527922,573783,607292,89.8,89.96,90.13,90.43,90.6,107,108,105,109,111,17306.59,17969.26,18799.03,19693.28,20527.76,11779,11840,12258,12429,12839,77.41,79.75,81.82,84.75,87.15,74.61,8.64,69.91,,2026-09-09 00:00:00
Sumatera Utara,Labuhan Batu Utara,2023,471678,497922,527922,573783,607292,89.8,89.96,90.13,90.43,90.6,107,108,105,109,111,17306.59,17969.26,18799.03,19693.28,20527.76,11779,11840,12258,12429,12839,77.41,79.75,81.82,84.75,87.15,75.45,8.87,70.25,,2026-08-09 00:00:00
Sumatera Utara,Labuhan Batu Utara,2024,471678,497922,527922,573783,607292,89.8,89.96,90.13,90.43,90.6,107,108,105,109,111,17306.59,17969.26,18799.03,19693.28,20527.76,11779,11840,12258,12429,12839,77.41,79.75,81.82,84.75,87.15,76.2,9.14,70.47,,8.98
Sumatera Utara,Nias Utara,2020,429836,455118,474533,501443,535575,79.37,79.63,80.12,80.51,80.92,122,124,116,126,128,2369.36,2417-02-01 00:00:00,2490.49,2584.78,2678.92,6064,6155,6575,6788,7189,42.67,46.09,41.19,37.9,47.5,63.17,6.58,69.43,,2026-07-25 00:00:00
Sumatera Utara,Nias Utara,2021,429836,455118,474533,501443,535575,79.37,79.63,80.12,80.51,80.92,122,124,116,126,128,2369.36,2417-02-01 00:00:00,2490.49,2584.78,2678.92,6064,6155,6575,6788,7189,42.67,46.09,41.19,37.9,47.5,63.63,6.77,69.55,,25.66
Sumatera Utara,Nias Utara,2022,429836,455118,474533,501443,535575,79.37,79.63,80.12,80.51,80.92,122,124,116,126,128,2369.36,2417-02-01 00:00:00,2490.49,2584.78,2678.92,6064,6155,6575,6788,7189,42.67,46.09,41.19,37.9,47.5,64.55,6.78,69.9,,2026-04-23 00:00:00
Sumatera Utara,Nias Utara,2023,429836,455118,474533,501443,535575,79.37,79.63,80.12,80.51,80.92,122,124,116,126,128,2369.36,2417-02-01 00:00:00,2490.49,2584.78,2678.92,6064,6155,6575,6788,7189,42.67,46.09,41.19,37.9,47.5,65.44,6.85,70.24,,21.79
Sumatera Utara,Nias Utara,2024,429836,455118,474533,501443,535575,79.37,79.63,80.12,80.51,80.92,122,124,116,126,128,2369.36,2417-02-01 00:00:00,2490.49,2584.78,2678.92,6064,6155,6575,6788,7189,42.67,46.09,41.19,37.9,47.5,66.42,2026-05-07 00:00:00,70.44,,2026-05-21 00:00:00
Sumatera Utara,Nias Barat,2020,433249,458533,487469,520543,556919,86.67,86.79,87.02,87.33,87.57,190,191,157,205,209,1257.28,1285.7,1324.42,1373.71,1427.11,5830,5924,6152,6382,6740,33.84,38.02,39.95,36.52,44.59,62.58,6.49,68.96,,25.69
Sumatera Utara,Nias Barat,2021,433249,458533,487469,520543,556919,86.67,86.79,87.02,87.33,87.57,190,191,157,205,209,1257.28,1285.7,1324.42,1373.71,1427.11,5830,5924,6152,6382,6740,33.84,38.02,39.95,36.52,44.59,63.05,6.69,69.08,,26.42
Sumatera Utara,Nias Barat,2022,433249,458533,487469,520543,556919,86.67,86.79,87.02,87.33,87.57,190,191,157,205,209,1257.28,1285.7,1324.42,1373.71,1427.11,5830,5924,6152,6382,6740,33.84,38.02,39.95,36.52,44.59,63.96,6.97,69.43,,24.75
Sumatera Utara,Nias Barat,2023,433249,458533,487469,520543,556919,86.67,86.79,87.02,87.33,87.57,190,191,157,205,209,1257.28,1285.7,1324.42,1373.71,1427.11,5830,5924,6152,6382,6740,33.84,38.02,39.95,36.52,44.59,64.68,2026-07-07 00:00:00,69.96,,22.81
Sumatera Utara,Nias Barat,2024,433249,458533,487469,520543,556919,86.67,86.79,87.02,87.33,87.57,190,191,157,205,209,1257.28,1285.7,1324.42,1373.71,1427.11,5830,5924,6152,6382,6740,33.84,38.02,39.95,36.52,44.59,65.66,7.26,70.2,,22.68
Sumatera Utara,Kota Sibolga,2020,453786,485527,516367,568188,612818,97.63,97.89,97.9,98.01,98.0,2169,2177,4438,7956,7998,3521.72,3595-07-01 00:00:00,3745-07-01 00:00:00,3902.42,4055-03-01 00:00:00,11473,11540,12135,12285,12713,33.23,32.33,42.05,35.05,36.9,75.56,2026-04-10 00:00:00,69.01,,11.95
Sumatera Utara,Kota Sibolga,2021,453786,485527,516367,568188,612818,97.63,97.89,97.9,98.01,98.0,2169,2177,4438,7956,7998,3521.72,3595-07-01 00:00:00,3745-07-01 00:00:00,3902.42,4055-03-01 00:00:00,11473,11540,12135,12285,12713,33.23,32.33,42.05,35.05,36.9,75.87,10.41,69.25,,12.33
Sumatera Utara,Kota Sibolga,2022,453786,485527,516367,568188,612818,97.63,97.89,97.9,98.01,98.0,2169,2177,4438,7956,7998,3521.72,3595-07-01 00:00:00,3745-07-01 00:00:00,3902.42,4055-03-01 00:00:00,11473,11540,12135,12285,12713,33.23,32.33,42.05,35.05,36.9,76.69,10.43,69.77,,11.47
Sumatera Utara,Kota Sibolga,2023,453786,485527,516367,568188,612818,97.63,97.89,97.9,98.01,98.0,2169,2177,4438,7956,7998,3521.72,3595-07-01 00:00:00,3745-07-01 00:00:00,3902.42,4055-03-01 00:00:00,11473,11540,12135,12285,12713,33.23,32.33,42.05,35.05,36.9,77.07,10.44,70.18,,11.42
Sumatera Utara,Kota Sibolga,2024,453786,485527,516367,568188,612818,97.63,97.89,97.9,98.01,98.0,2169,2177,4438,7956,7998,3521.72,3595-07-01 00:00:00,3745-07-01 00:00:00,3902.42,4055-03-01 00:00:00,11473,11540,12135,12285,12713,33.23,32.33,42.05,35.05,36.9,77.52,10.45,70.38,,11.39
Sumatera Utara,Kota Tanjung Balai,2020,444125,482602,515456,554065,592573,89.69,90.02,90.28,90.53,90.89,1632,1647,2992,3049,3090,5763.21,5898.81,6131-04-01 00:00:00,6428.77,6744.35,11132,11225,11589,11753,12264,86.32,89.07,93.51,94.37,96.82,73.48,9.44,63.27,,13.33
Sumatera Utara,Kota Tanjung Balai,2021,444125,482602,515456,554065,592573,89.69,90.02,90.28,90.53,90.89,1632,1647,2992,3049,3090,5763.21,5898.81,6131-04-01 00:00:00,6428.77,6744.35,11132,11225,11589,11753,12264,86.32,89.07,93.51,94.37,96.82,73.78,9.45,63.44,,2026-04-13 00:00:00
Sumatera Utara,Kota Tanjung Balai,2022,444125,482602,515456,554065,592573,89.69,90.02,90.28,90.53,90.89,1632,1647,2992,3049,3090,5763.21,5898.81,6131-04-01 00:00:00,6428.77,6744.35,11132,11225,11589,11753,12264,86.32,89.07,93.51,94.37,96.82,74.73,9.55,63.87,,12.45
Sumatera Utara,Kota Tanjung Balai,2023,444125,482602,515456,554065,592573,89.69,90.02,90.28,90.53,90.89,1632,1647,2992,3049,3090,5763.21,5898.81,6131-04-01 00:00:00,6428.77,6744.35,11132,11225,11589,11753,12264,86.32,89.07,93.51,94.37,96.82,75.42,9.68,64.28,,12.21
Sumatera Utara,Kota Tanjung Balai,2024,444125,482602,515456,554065,592573,89.69,90.02,90.28,90.53,90.89,1632,1647,2992,3049,3090,5763.21,5898.81,6131-04-01 00:00:00,6428.77,6744.35,11132,11225,11589,11753,12264,86.32,89.07,93.51,94.37,96.82,75.95,9.69,64.44,,11.97
Sumatera Utara,Kota Pematang Siantar,2020,536486,583588,631886,670183,709992,95.65,95.82,95.96,95.94,96.65,4820,4865,3610,3620,3649,9430-04-01 00:00:00,9547-07-01 00:00:00,9878.87,10295.84,10769.97,12372,12436,12744,12984,13349,88.98,88.49,92.33,91.22,91.99,78.75,11.16,73.55,,8.27
Sumatera Utara,Kota Pematang Siantar,2021,536486,583588,631886,670183,709992,95.65,95.82,95.96,95.94,96.65,4820,4865,3610,3620,3649,9430-04-01 00:00:00,9547-07-01 00:00:00,9878.87,10295.84,10769.97,12372,12436,12744,12984,13349,88.98,88.49,92.33,91.22,91.99,79.17,11.29,73.77,,8.52
Sumatera Utara,Kota Pematang Siantar,2022,536486,583588,631886,670183,709992,95.65,95.82,95.96,95.94,96.65,4820,4865,3610,3620,3649,9430-04-01 00:00:00,9547-07-01 00:00:00,9878.87,10295.84,10769.97,12372,12436,12744,12984,13349,88.98,88.49,92.33,91.22,91.99,79.71,11.31,74.25,,7.88
Sumatera Utara,Kota Pematang Siantar,2023,536486,583588,631886,670183,709992,95.65,95.82,95.96,95.94,96.65,4820,4865,3610,3620,3649,9430-04-01 00:00:00,9547-07-01 00:00:00,9878.87,10295.84,10769.97,12372,12436,12744,12984,13349,88.98,88.49,92.33,91.22,91.99,80.46,11.58,74.75,,7.24
Sumatera Utara,Kota Pematang Siantar,2024,536486,583588,631886,670183,709992,95.65,95.82,95.96,95.94,96.65,4820,4865,3610,3620,3649,9430-04-01 00:00:00,9547-07-01 00:00:00,9878.87,10295.84,10769.97,12372,12436,12744,12984,13349,88.98,88.49,92.33,91.22,91.99,81.17,11.82,75.05,,2026-02-07 00:00:00
Sumatera Utara,Kota Tebing Tinggi,2020,493227,536531,578512,623531,665016,93.53,93.32,93.62,93.64,93.89,5575,5644,4543,4568,4620,3926.39,4024.78,4186.31,4352.75,4499.55,12876,12939,13144,13385,13900,92.09,95.88,90.59,92.76,96.88,76.4,10.31,70.87,,9.85
Sumatera Utara,Kota Tebing Tinggi,2021,493227,536531,578512,623531,665016,93.53,93.32,93.62,93.64,93.89,5575,5644,4543,4568,4620,3926.39,4024.78,4186.31,4352.75,4499.55,12876,12939,13144,13385,13900,92.09,95.88,90.59,92.76,96.88,76.65,10.44,70.95,,2026-03-10 00:00:00
Sumatera Utara,Kota Tebing Tinggi,2022,493227,536531,578512,623531,665016,93.53,93.32,93.62,93.64,93.89,5575,5644,4543,4568,4620,3926.39,4024.78,4186.31,4352.75,4499.55,12876,12939,13144,13385,13900,92.09,95.88,90.59,92.76,96.88,77.39,10.65,71.29,,9.59
Sumatera Utara,Kota Tebing Tinggi,2023,493227,536531,578512,623531,665016,93.53,93.32,93.62,93.64,93.89,5575,5644,4543,4568,4620,3926.39,4024.78,4186.31,4352.75,4499.55,12876,12939,13144,13385,13900,92.09,95.88,90.59,92.76,96.88,78.17,10.86,71.63,,9.49
Sumatera Utara,Kota Tebing Tinggi,2024,493227,536531,578512,623531,665016,93.53,93.32,93.62,93.64,93.89,5575,5644,4543,4568,4620,3926.39,4024.78,4186.31,4352.75,4499.55,12876,12939,13144,13385,13900,92.09,95.88,90.59,92.76,96.88,78.68,10.87,71.78,,8.79
Sumatera Utara,Kota Medan,2020,553796,577126,607166,651901,695295,94.0,93.76,93.85,94.13,94.49,9190,9286,8866,8859,8902,153670,157689.4,165120,173445.7,182242.6,14890,14999,15503,15674,16069,93.16,92.71,92.18,91.97,92.98,81.31,11.39,73.14,,2026-01-08 00:00:00
Sumatera Utara,Kota Medan,2021,553796,577126,607166,651901,695295,94.0,93.76,93.85,94.13,94.49,9190,9286,8866,8859,8902,153670,157689.4,165120,173445.7,182242.6,14890,14999,15503,15674,16069,93.16,92.71,92.18,91.97,92.98,81.58,11.48,73.23,,8.34
Sumatera Utara,Kota Medan,2022,553796,577126,607166,651901,695295,94.0,93.76,93.85,94.13,94.49,9190,9286,8866,8859,8902,153670,157689.4,165120,173445.7,182242.6,14890,14999,15503,15674,16069,93.16,92.71,92.18,91.97,92.98,82.13,2026-05-11 00:00:00,73.58,,2026-07-08 00:00:00
Sumatera Utara,Kota Medan,2023,553796,577126,607166,651901,695295,94.0,93.76,93.85,94.13,94.49,9190,9286,8866,8859,8902,153670,157689.4,165120,173445.7,182242.6,14890,14999,15503,15674,16069,93.16,92.71,92.18,91.97,92.98,82.61,11.62,73.93,,8
Sumatera Utara,Kota Medan,2024,553796,577126,607166,651901,695295,94.0,93.76,93.85,94.13,94.49,9190,9286,8866,8859,8902,153670,157689.4,165120,173445.7,182242.6,14890,14999,15503,15674,16069,93.16,92.71,92.18,91.97,92.98,83.23,11.79,74.16,,7.94
Sumatera Utara,Kota Binjai,2020,433746,466554,499451,538638,577220,90.57,90.63,90.64,90.99,91.38,4931,4990,3199,3234,3276,7984.46,8162.78,8503.58,8907.14,9322-08-01 00:00:00,10997,11063,11358,11567,12015,96.2,95.21,95.53,95.44,96.23,76.45,10.93,72.38,,5.71
Sumatera Utara,Kota Binjai,2021,433746,466554,499451,538638,577220,90.57,90.63,90.64,90.99,91.38,4931,4990,3199,3234,3276,7984.46,8162.78,8503.58,8907.14,9322-08-01 00:00:00,10997,11063,11358,11567,12015,96.2,95.21,95.53,95.44,96.23,76.57,10.94,72.45,,5.81
Sumatera Utara,Kota Binjai,2022,433746,466554,499451,538638,577220,90.57,90.63,90.64,90.99,91.38,4931,4990,3199,3234,3276,7984.46,8162.78,8503.58,8907.14,9322-08-01 00:00:00,10997,11063,11358,11567,12015,96.2,95.21,95.53,95.44,96.23,77.5,11.18,72.79,,2026-01-05 00:00:00
Sumatera Utara,Kota Binjai,2023,433746,466554,499451,538638,577220,90.57,90.63,90.64,90.99,91.38,4931,4990,3199,3234,3276,7984.46,8162.78,8503.58,8907.14,9322-08-01 00:00:00,10997,11063,11358,11567,12015,96.2,95.21,95.53,95.44,96.23,78.11,11.19,73.13,,4.79
Sumatera Utara,Kota Binjai,2024,433746,466554,499451,538638,577220,90.57,90.63,90.64,90.99,91.38,4931,4990,3199,3234,3276,7984.46,8162.78,8503.58,8907.14,9322-08-01 00:00:00,10997,11063,11358,11567,12015,96.2,95.21,95.53,95.44,96.23,78.67,2026-02-11 00:00:00,73.28,,4.75
Sumatera Utara,Kota Padangsidimpuan,2020,417455,453777,480196,523244,556024,97.67,97.87,97.92,97.53,97.46,1963,1986,1450,1483,1507,4230.41,4346.78,4554-02-01 00:00:00,4785.66,5025.22,10856,10965,11337,11552,11964,42.6,51.33,45.65,44.79,48.42,76.93,11,69.41,,2026-04-07 00:00:00
Sumatera Utara,Kota Padangsidimpuan,2021,417455,453777,480196,523244,556024,97.67,97.87,97.92,97.53,97.46,1963,1986,1450,1483,1507,4230.41,4346.78,4554-02-01 00:00:00,4785.66,5025.22,10856,10965,11337,11552,11964,42.6,51.33,45.65,44.79,48.42,77.19,2026-09-11 00:00:00,69.5,,7.53
Sumatera Utara,Kota Padangsidimpuan,2022,417455,453777,480196,523244,556024,97.67,97.87,97.92,97.53,97.46,1963,1986,1450,1483,1507,4230.41,4346.78,4554-02-01 00:00:00,4785.66,5025.22,10856,10965,11337,11552,11964,42.6,51.33,45.65,44.79,48.42,77.73,2026-11-11 00:00:00,69.84,,6.89
Sumatera Utara,Kota Padangsidimpuan,2023,417455,453777,480196,523244,556024,97.67,97.87,97.92,97.53,97.46,1963,1986,1450,1483,1507,4230.41,4346.78,4554-02-01 00:00:00,4785.66,5025.22,10856,10965,11337,11552,11964,42.6,51.33,45.65,44.79,48.42,78.1,2026-12-11 00:00:00,70.2,,6.85
Sumatera Utara,Kota Padangsidimpuan,2024,417455,453777,480196,523244,556024,97.67,97.87,97.92,97.53,97.46,1963,1986,1450,1483,1507,4230.41,4346.78,4554-02-01 00:00:00,4785.66,5025.22,10856,10965,11337,11552,11964,42.6,51.33,45.65,44.79,48.42,78.61,11.13,70.43,,6.23
Sumatera Utara,Kota Gunungsitoli,2020,370967,408190,426349,459787,493644,89.31,89.4,89.69,89.92,90.24,484,487,1018,685,696,3441.65,3519.13,3628.53,3762.59,3906.89,7980,8134,8434,8635,9056,35.77,45.13,50.29,55.37,55.54,70.22,8.61,71.19,,16.41
Sumatera Utara,Kota Gunungsitoli,2021,370967,408190,426349,459787,493644,89.31,89.4,89.69,89.92,90.24,484,487,1018,685,696,3441.65,3519.13,3628.53,3762.59,3906.89,7980,8134,8434,8635,9056,35.77,45.13,50.29,55.37,55.54,70.51,8.62,71.32,,16.45
Sumatera Utara,Kota Gunungsitoli,2022,370967,408190,426349,459787,493644,89.31,89.4,89.69,89.92,90.24,484,487,1018,685,696,3441.65,3519.13,3628.53,3762.59,3906.89,7980,8134,8434,8635,9056,35.77,45.13,50.29,55.37,55.54,71.11,8.64,71.71,,14.81
